trainer_id,name,"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score,domain
19K661,VISTA ACADEMY,38,97,96.0,2.97,3.48,3.48,,3.49,2.99,Unknown
19K662,LIBERTY AVENUE MIDDLE SCHOOL,71,95,92.0,,,,,,4.05,Unknown
19K663,SCHOOL OF THE FUTURE BROOKLYN,78,80,94.0,2.1,2.5,2.01,,3.31,2.87,Unknown
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,67,84,,3.69,3.65,3.13,,4.01,4.03,Unknown
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,100,83,99.0,3.76,4.24,3.2,,4.41,4.09,Unknown
19K683,SCHOOL FOR CLASSICS HIGH SCHOOL,38,95,78.0,,,,,,4.36,Unknown
19K760,HIGHLAND PARK COMMUNITY SCHOOL,69,92,89.0,2.79,2.97,2.81,,3.43,3.32,Unknown
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,42,96,86.0,3.38,3.7,2.79,,3.83,3.49,Unknown
19K907,M.S. 907,78,100,93.0,,,,,,,Unknown
20K030,P.S./I.S. 30 MARY WHITE OVINGTON,52,72,96.0,4.2,3.28,4.17,,3.38,3.45,Unknown
20K048,P.S. 048 MAPLETON,86,91,,,,,,,4.03,Unknown
20K062,J.H.S. 062 DITMAS,72,81,98.0,3.42,3.58,3.54,,2.69,3.42,Unknown
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,100,86,,4.61,4.19,4.69,,4.49,4.47,Unknown
20K102,P.S. 102 THE BAYVIEW,78,73,,4.36,3.78,4.66,,4.23,3.92,Unknown
20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,95,99,98.0,,,,,,4.15,Unknown
20K105,P.S. 105 THE BLYTHEBOURNE,98,96,,,,,,,4.04,Unknown
20K112,P.S. 112 LEFFERTS PARK,97,100,,4.85,4.82,4.79,,4.4,4.67,Unknown
20K127,P.S. 127 MCKINLEY PARK,97,100,,4.93,4.81,4.22,,4.66,4.8,Unknown
20K160,P.S. 160 WILLIAM T. SAMPSON,100,86,,4.63,4.46,3.95,,4.4,4.51,Unknown
20K163,P.S. 163 BATH BEACH,36,67,95.0,3.8,3.67,3.73,,4.01,4.07,Unknown
20K164,P.S. 164 CAESAR RODNEY,100,100,,4.65,4.19,4.0,,4.06,3.93,Unknown
20K170,RALPH A. FABRIZIO SCHOOL,95,99,,4.65,4.55,4.55,,4.57,4.32,Unknown
20K176,P.S. 176 OVINGTON,100,90,,4.41,3.99,4.77,,4.15,4.11,Unknown
20K179,P.S. 179 KENSINGTON,86,81,,3.31,3.75,2.97,,3.64,3.7,Unknown
20K180,THE SEEALL ACADEMY,57,79,100.0,,,,,,4.15,Unknown
20K185,P.S. 185 WALTER KASSENBROCK,93,100,,4.62,3.77,4.19,,3.89,3.61,Unknown
20K186,P.S. 186 DR. IRVING A GLADSTONE,95,96,,4.33,3.92,4.24,,4.32,3.98,Unknown
20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,56,68,99.0,4.46,4.23,4.83,,3.7,4.11,Unknown
20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,68,76,100.0,,,,,,3.97,Unknown
20K200,P.S. 200 BENSON SCHOOL,68,78,,2.43,3.25,2.94,,3.25,2.95,Unknown
20K201,J.H.S. 201 THE DYKER HEIGHTS,93,94,99.0,4.55,4.13,4.39,,3.0,4.06,Unknown
20K204,P.S. 204 VINCE LOMBARDI,92,100,,4.37,3.82,3.88,,4.32,4.05,Unknown
20K205,P.S. 205 CLARION,85,96,,3.93,4.18,3.67,,3.84,4.39,Unknown
20K220,J.H.S. 220 JOHN J. PERSHING,60,86,89.0,2.95,3.28,2.34,,1.89,3.24,Unknown
20K223,J.H.S. 223 THE MONTAUK,55,100,95.0,3.12,3.28,3.52,,2.0,3.55,Unknown
20K227,J.H.S. 227 EDWARD B. SHALLOW,58,95,97.0,3.51,3.57,3.06,,2.4,3.81,Unknown
20K229,P.S. 229 DYKER,78,76,97.0,,,,,,3.93,Unknown
20K247,P.S. 247 BROOKLYN,84,77,,4.47,3.9,4.72,,3.81,4.07,Unknown
20K259,J.H.S. 259 WILLIAM MCKINLEY,81,100,97.0,4.78,4.5,4.81,,2.91,4.25,Unknown
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,94,87,,,,,,,2.79,Unknown
20K310,THE SCHOOL FOR FUTURE LEADERS,100,97,,4.69,4.81,4.6,,4.66,4.63,Unknown
20K445,NEW UTRECHT HIGH SCHOOL,8,60,70.0,3.54,3.56,3.4,,2.94,3.67,Unknown
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,22,92,88.0,4.21,4.18,4.01,,3.31,3.96,Unknown
20K490,FORT HAMILTON HIGH SCHOOL,26,85,84.0,3.71,4.2,3.93,,2.15,3.29,Unknown
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,86,99,,3.83,4.25,3.42,,4.4,3.88,Unknown
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,31,90,74.0,2.98,2.92,2.51,,1.72,2.69,Unknown
20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,65,93,,3.99,2.68,4.03,,4.23,3.46,Unknown
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,57,96,95.0,4.24,4.04,4.16,,3.16,4.23,Unknown
20K658,FRANKLIN DELANO ROOSEVELT YABC,0,64,36.0,3.5,2.47,4.39,,,,Unknown
20K682,THE ACADEMY OF TALENTED SCHOLARS,87,100,,4.67,3.95,4.02,,4.57,4.01,Unknown
20K686,BROOKLYN SCHOOL OF INQUIRY,38,100,6.0,4.02,2.81,4.7,,3.98,3.53,Unknown
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,100,100,,4.73,4.56,4.89,,4.23,4.14,Unknown
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",93,100,,3.06,3.08,2.46,,3.67,3.41,Unknown
21K090,P.S. 90 EDNA COHEN SCHOOL,67,100,,2.84,2.65,2.93,,3.89,2.68,Unknown
21K095,P.S. 095 THE GRAVESEND,74,100,100.0,4.76,4.59,4.61,,4.32,4.47,Unknown
21K096,I.S. 096 SETH LOW,89,93,98.0,4.45,4.03,3.55,,3.44,4.07,Unknown
21K097,P.S. 97 THE HIGHLAWN,83,80,,,,,,,3.83,Unknown
21K098,I.S. 98 BAY ACADEMY,83,93,94.0,4.72,4.23,4.81,,2.93,4.14,Unknown
21K099,P.S. 099 ISAAC ASIMOV,47,100,96.0,,,,,,4.57,Unknown
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,73,91,,3.75,3.18,3.69,,3.84,3.44,Unknown
21K101,P.S. 101 THE VERRAZANO,100,77,,4.73,4.69,4.35,,4.32,4.52,Unknown
21K121,P.S. 121 NELSON A. ROCKEFELLER,92,96,94.0,,,,,,4.02,Unknown
21K128,P.S. 128 BENSONHURST,63,77,,2.69,3.64,3.16,,3.33,3.75,Unknown
21K153,P.S. 153 HOMECREST,68,59,,,,,,,3.42,Unknown
21K177,P.S. 177 THE MARLBORO,75,89,,,,,,,3.96,Unknown
21K188,P.S. 188 MICHAEL E. BERDY,42,87,,2.75,2.4,2.0,,2.82,2.25,Unknown
21K199,P.S. 199 FREDERICK WACHTEL,56,75,,3.19,2.34,4.42,,4.23,2.88,Unknown
21K209,P.S. 209 MARGARET MEAD,100,100,100.0,,,,,,3.86,Unknown
21K212,P.S. 212 LADY DEBORAH MOODY,75,90,,4.29,3.96,4.63,,4.23,3.58,Unknown
21K215,P.S. 215 MORRIS H. WEISS,80,84,,,,,,,3.9,Unknown
21K216,P.S. 216 ARTURO TOSCANINI,81,91,,3.25,3.51,3.26,,3.93,3.66,Unknown
21K225,P.S. K225 - THE EILEEN E. ZAGLIN,51,70,93.0,3.42,3.44,3.32,,2.91,3.13,Unknown
21K226,P.S. 226 ALFRED DE B. MASON,89,95,100.0,,,,,,4.56,Unknown
21K228,I.S. 228 DAVID A. BOODY,64,98,97.0,3.91,4.12,4.26,,3.09,3.59,Unknown
21K238,P.S. 238 ANNE SULLIVAN,63,78,100.0,3.42,4.07,3.15,,3.64,3.58,Unknown
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,75,93,98.0,,,,,,3.91,Unknown
21K253,P.S. 253,100,95,,4.8,4.82,4.94,,4.4,4.66,Unknown
21K281,I.S. 281 JOSEPH B CAVALLARO,50,96,91.0,3.78,3.32,3.3,,2.35,2.93,Unknown
21K288,P.S. 288 THE SHIRLEY TANYHILL,24,67,93.0,3.06,3.13,3.11,,3.47,3.17,Unknown
21K303,I.S. 303 HERBERT S. EISENBERG,62,94,98.0,3.0,3.12,3.29,,2.1,2.79,Unknown
21K329,P.S. 329 SURFSIDE,77,88,,3.23,3.26,2.5,,3.64,3.05,Unknown
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,48,96,87.0,3.55,3.32,3.92,,3.5,3.75,Unknown
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,34,88,85.0,3.35,3.51,3.24,,3.13,3.99,Unknown
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,19,83,63.0,2.81,3.48,2.15,,3.68,3.59,Unknown
21K410,ABRAHAM LINCOLN HIGH SCHOOL,14,96,85.0,4.15,3.62,3.98,,2.87,3.4,Unknown
21K411,ABRAHAM LINCOLN YABC,34,62,5.0,4.57,4.75,4.16,,3.99,4.52,Unknown
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,34,98,88.0,4.72,4.59,4.78,,4.08,4.03,Unknown
21K525,EDWARD R. MURROW HIGH SCHOOL,15,66,84.0,4.27,3.76,3.11,,2.65,3.62,Unknown
21K540,JOHN DEWEY HIGH SCHOOL,37,76,69.0,3.45,3.72,3.12,,2.1,3.41,Unknown
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,5,64,72.0,2.83,3.43,3.05,,1.38,1.82,Unknown
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,51,100,85.0,4.81,4.43,4.4,,4.05,4.29,Unknown
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,32,93,62.0,3.21,3.52,2.65,,2.99,3.45,Unknown
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,17,63,74.0,3.37,3.31,3.31,,3.15,3.11,Unknown
21K728,LIBERATION DIPLOMA PLUS,1,64,32.0,4.56,4.12,3.75,,,,Unknown
22K014,J.H.S. 014 SHELL BANK,79,100,97.0,3.86,3.78,3.99,,2.7,3.83,Unknown
22K052,P.S. 052 SHEEPSHEAD BAY,96,98,,,,,,,4.38,Unknown
22K078,J.H.S. 078 ROY H. MANN,29,90,95.0,3.84,4.03,4.2,,4.08,4.18,Unknown
22K109,P.S. 109,48,87,99.0,2.19,2.78,2.21,,3.25,2.31,Unknown
22K119,P.S. 119 AMERSFORT,41,100,,3.4,3.12,2.45,,4.01,4.31,Unknown
22K134,P.S. K134,100,79,,4.86,4.4,4.93,,3.98,4.38,Unknown
22K139,P.S. 139 ALEXINE A. FENTY,47,66,,2.74,2.85,2.7,,3.98,2.93,Unknown
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,48,73,,,,,,,3.57,Unknown
22K193,P.S. 193 GIL HODGES,81,84,,3.3,3.64,3.15,,3.93,3.39,Unknown
22K194,P.S. 194 RAOUL WALLENBERG,44,100,,3.86,4.0,3.78,,4.18,4.7,Unknown
22K195,P.S. 195 MANHATTAN BEACH,89,64,,4.13,2.87,4.56,,4.23,3.53,Unknown
22K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY,64,84,,4.33,4.17,4.14,,4.01,4.37,Unknown
22K198,P.S. 198 BROOKLYN,32,92,,3.4,3.53,3.05,,4.01,3.6,Unknown
22K203,P.S. 203 FLOYD BENNETT SCHOOL,49,98,,3.94,4.09,3.36,,3.81,3.46,Unknown
22K206,P.S. 206 JOSEPH F LAMB,69,96,98.0,3.91,3.87,3.83,,3.72,3.47,Unknown
22K207,P.S. 207 ELIZABETH G. LEARY,49,93,82.0,3.73,3.92,3.57,,4.15,3.92,Unknown
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,83,74,,,,,,,3.99,Unknown
22K222,P.S. 222 KATHERINE R. SNYDER,63,89,,4.03,3.87,4.11,,4.32,4.2,Unknown
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,55,94,95.0,,,,,,2.03,Unknown
22K236,P.S. 236 MILL BASIN,75,100,,4.86,4.53,4.2,,4.4,4.61,Unknown
22K240,ANDRIES HUDDE,23,83,94.0,1.85,2.26,2.35,,2.13,2.35,Unknown
22K245,P.S. 245,85,96,,4.18,4.11,3.7,,4.49,3.53,Unknown
22K251,P.S. 251 PAERDEGAT,45,81,,3.0,3.15,2.34,,3.76,2.87,Unknown
22K254,P.S. 254 DAG HAMMARSKJOLD,72,90,,3.25,3.27,3.22,,3.93,4.02,Unknown
22K255,P.S. 255 BARBARA REING SCHOOL,66,74,,,,,,,3.54,Unknown
22K277,P.S. 277 GERRITSEN BEACH,97,100,,,,,,,3.49,Unknown
22K278,J.H.S. 278 MARINE PARK,64,95,97.0,,,,,,2.98,Unknown
22K312,P.S. 312 BERGEN BEACH,67,80,,3.73,3.67,4.65,,4.23,3.66,Unknown
22K315,P.S. K315,52,85,,3.5,3.16,3.42,,4.06,3.4,Unknown
22K326,P.S. 326,51,100,,4.6,4.4,4.39,,4.4,4.5,Unknown
22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,56,92,,3.09,3.63,2.2,,3.84,4.05,Unknown
22K381,I. S. 381,59,100,100.0,4.63,4.2,4.34,,3.72,3.86,Unknown
22K405,MIDWOOD HIGH SCHOOL,13,78,80.0,2.81,2.76,3.06,,2.16,2.62,Unknown
22K425,JAMES MADISON HIGH SCHOOL,15,95,91.0,2.79,3.3,2.8,,4.21,3.58,Unknown
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,21,57,72.0,3.26,3.32,3.09,,2.2,3.34,Unknown
22K555,BROOKLYN COLLEGE ACADEMY,50,97,92.0,4.41,3.84,4.45,,3.38,3.95,Unknown
22K611,ORIGINS HIGH SCHOOL,44,76,82.0,4.29,3.97,3.47,,4.17,4.0,Unknown
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,20,100,92.0,4.0,3.9,3.28,,4.14,4.76,Unknown
22K889,P.S. 889,84,100,,,,,,,4.52,Unknown
22K890,M.S. 890,68,100,97.0,4.07,3.96,3.76,,4.26,4.28,Unknown
23K041,P.S. 041 FRANCIS WHITE,25,84,97.0,2.96,3.16,3.35,,3.33,2.85,Unknown
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,68,93,77.0,3.04,3.19,2.82,,3.5,3.86,Unknown
23K150,P.S. 150 CHRISTOPHER,74,100,,3.3,3.56,2.73,,4.1,4.0,Unknown
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,65,100,93.0,3.24,3.47,3.66,,3.84,4.03,Unknown
23K156,P.S. 156 WAVERLY,31,60,,2.49,3.03,2.21,,3.25,2.54,Unknown
23K165,P.S. 165 IDA POSNER,73,75,,4.13,3.57,3.25,,3.76,3.95,Unknown
23K178,P.S. 178 SAINT CLAIR MCKELWAY,86,82,80.0,4.0,3.92,3.59,,4.69,4.71,Unknown
23K184,P.S. 184 NEWPORT,12,59,97.0,3.27,3.37,3.49,,3.42,3.25,Unknown
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",92,73,,3.46,3.52,2.66,,4.18,3.87,Unknown
23K298,P.S. 298 DR. BETTY SHABAZZ,34,81,,2.93,3.37,2.78,,4.1,2.91,Unknown
23K323,P.S./I.S. 323,58,95,99.0,,,,,,3.32,Unknown
23K327,P.S. 327 DR. ROSE B. ENGLISH,85,100,,3.63,3.4,3.2,,4.61,4.16,Unknown
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,48,95,95.0,3.12,2.28,3.07,,3.49,2.99,Unknown
23K392,I.S. 392,50,100,98.0,3.91,4.74,3.68,,3.89,3.7,Unknown
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,45,97,,4.2,4.12,3.32,,4.18,4.39,Unknown
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,55,94,,3.28,3.53,3.25,,3.76,3.55,Unknown
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,25,100,92.0,3.71,3.84,3.26,,4.33,3.94,Unknown
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,84,100,90.0,3.77,3.93,3.71,,4.4,4.08,Unknown
23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),57,78,99.0,3.65,3.75,2.77,,3.49,3.41,Unknown
23K522,MOTT HALL IV,68,100,99.0,2.69,3.04,2.73,,3.43,4.0,Unknown
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,88,93,,4.02,4.79,3.76,,4.49,4.41,Unknown
23K643,BROOKLYN DEMOCRACY ACADEMY,57,92,77.0,3.56,3.37,3.49,,3.66,3.8,Unknown
23K644,EAGLE ACADEMY FOR YOUNG MEN II,48,83,54.0,4.04,4.72,3.73,,4.51,4.36,Unknown
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,28,96,75.0,3.71,1.8,4.72,,3.12,2.29,Unknown
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),88,100,94.0,,,,,,4.63,Unknown
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,66,100,83.0,2.71,2.82,3.62,,3.43,3.22,Unknown
23K671,MOTT HALL BRIDGES ACADEMY,61,74,93.0,3.88,4.63,3.79,,4.06,4.05,Unknown
23K697,TEACHERS PREPARATORY HIGH SCHOOL,37,95,74.0,3.24,2.97,2.56,,3.29,3.87,Unknown
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,68,93,99.0,3.92,2.75,3.85,,2.64,3.37,Unknown
24Q007,P.S. 007 LOUIS F. SIMEONE,81,94,,3.83,4.39,3.69,,4.01,4.16,Unknown
24Q012,P.S. 012 JAMES B. COLGATE,95,93,,4.36,3.92,4.73,,4.23,3.48,Unknown
24Q013,P.S. 013 CLEMENT C. MOORE,80,92,,3.4,3.69,3.9,,3.59,3.21,Unknown
24Q014,P.S. 014 FAIRVIEW,87,84,,2.75,2.94,3.24,,3.3,2.9,Unknown
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,100,95,,3.47,3.57,4.3,,4.15,3.41,Unknown
24Q019,P.S. 019 MARINO JEANTET,96,84,,,,,,,3.96,Unknown
24Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER,90,95,,3.8,4.3,4.06,,4.49,4.45,Unknown
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,55,80,95.0,3.5,3.53,3.58,,3.76,3.75,Unknown
24Q058,P.S. 58 - THE SCHOOL OF HEROES,71,73,98.0,2.74,3.46,3.13,,3.76,2.83,Unknown
24Q061,I.S. 061 LEONARDO DA VINCI,39,56,96.0,3.61,3.87,4.22,,3.5,3.35,Unknown
24Q068,P.S. 068 CAMBRIDGE,82,95,,3.7,3.75,3.65,,4.01,4.24,Unknown
24Q071,P.S. 071 FOREST,74,98,,4.67,4.34,4.92,,4.15,4.29,Unknown
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,75,47,96.0,,,,,,3.52,Unknown
24Q077,I.S. 077,67,90,93.0,3.72,3.24,3.73,,2.66,3.61,Unknown
24Q081,P.S. 81Q JEAN PAUL RICHTER,83,95,,3.72,3.84,3.53,,4.32,4.21,Unknown
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,38,75,91.0,4.79,4.17,3.58,,4.49,4.14,Unknown
24Q088,P.S. 088 SENECA,77,77,,3.54,3.56,3.55,,4.23,3.92,Unknown
24Q089,P.S. 089 ELMHURST,89,92,,3.87,3.86,4.14,,4.06,3.96,Unknown
24Q091,P.S. 091 RICHARD ARKWRIGHT,80,84,,3.78,3.66,3.98,,3.76,4.07,Unknown
24Q102,P.S. 102 BAYVIEW,62,100,97.0,3.7,3.69,3.95,,3.72,4.04,Unknown
24Q110,P.S. 110,100,83,,3.43,3.51,4.63,,4.01,3.59,Unknown
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,91,98,90.0,4.04,4.14,4.15,,4.4,4.24,Unknown
24Q119,I.S. 119 THE GLENDALE,69,96,96.0,4.1,4.25,4.14,,3.13,2.83,Unknown
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,53,95,98.0,4.39,4.45,4.75,,3.36,3.78,Unknown
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",100,84,98.0,3.74,3.47,4.29,,4.06,3.68,Unknown
24Q143,P.S. 143 LOUIS ARMSTRONG,81,97,,2.66,3.35,2.93,,3.38,3.51,Unknown
24Q153,P.S. 153 MASPETH ELEM,66,82,100.0,,,,,,3.79,Unknown
24Q199,P.S. 199 MAURICE A. FITZGERALD,59,100,,3.98,3.82,4.54,,4.23,4.07,Unknown
24Q211,ELM TREE ELEMENTARY SCHOOL,91,98,,3.16,3.46,3.25,,4.06,3.23,Unknown
24Q229,P.S. 229 EMANUEL KAPLAN,62,92,,4.13,3.37,4.26,,4.15,3.75,Unknown
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,94,100,87.0,4.02,4.09,3.71,,3.77,4.32,Unknown
24Q239,P.S. 239,56,96,,3.26,3.84,3.74,,4.1,4.41,Unknown
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,98,100,96.0,4.59,4.29,4.06,,4.0,4.04,Unknown
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,16,100,89.0,,,,,,1.52,Unknown
24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,72,89,,3.84,4.29,4.72,,4.57,4.24,Unknown
24Q293,CIVIC LEADERSHIP ACADEMY,64,94,86.0,4.53,3.4,3.94,,3.2,3.75,Unknown
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,53,70,96.0,4.42,3.93,4.11,,4.5,4.27,Unknown
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,30,86,73.0,3.89,3.48,4.9,,3.46,4.05,Unknown
24Q305,LEARNERS AND LEADERS,91,64,,4.04,2.58,3.84,,3.98,3.36,Unknown
24Q307,PIONEER ACADEMY,100,68,,3.74,3.52,3.28,,3.84,3.37,Unknown
24Q311,CORONA ARTS & SCIENCES ACADEMY,80,97,100.0,3.85,3.6,3.56,,3.54,3.83,Unknown
24Q330,HELEN M. MARSHALL SCHOOL,67,98,,3.72,3.36,3.01,,3.67,3.99,Unknown
24Q343,THE CHILDREN'S LAB SCHOOL,87,100,,3.96,4.34,4.44,,4.32,4.47,Unknown
24Q455,NEWTOWN HIGH SCHOOL,32,87,78.0,3.51,4.11,3.37,,3.76,4.13,Unknown
24Q457,HS ARTS & BUSINESS YABC,56,85,63.0,4.54,4.57,4.89,,4.64,4.95,Unknown
24Q485,GROVER CLEVELAND HIGH SCHOOL,19,44,65.0,3.06,3.22,2.41,,2.34,2.97,Unknown
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,22,82,81.0,3.55,3.51,3.62,,3.9,3.67,Unknown
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,62,100,89.0,4.52,4.17,4.1,,4.66,4.57,Unknown
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,63,87,94.0,4.64,4.24,4.01,,4.34,4.11,Unknown
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",50,83,86.0,3.8,3.51,3.52,,2.87,3.62,Unknown
24Q585,MASPETH HIGH SCHOOL,59,81,85.0,4.37,3.56,4.77,,3.09,3.21,Unknown
24Q600,QUEENS TECHNICAL HIGH SCHOOL,20,87,88.0,3.16,3.5,3.16,,3.43,3.44,Unknown
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,27,85,89.0,3.97,3.89,3.96,,3.23,3.85,Unknown
24Q744,VOYAGES PREPARATORY,19,100,42.0,3.72,3.99,4.02,,3.9,4.25,Unknown
25Q020,P.S. 020 JOHN BOWNE,64,96,,3.55,3.89,3.55,,3.98,4.14,Unknown
25Q021,P.S. 021 EDWARD HART,100,98,,3.8,2.47,4.57,,4.06,3.68,Unknown
25Q022,P.S. 022 THOMAS JEFFERSON,50,92,,4.6,4.19,4.53,,4.32,4.25,Unknown
25Q024,P.S. 024 ANDREW JACKSON,82,86,,4.0,4.42,4.51,,4.06,3.13,Unknown
25Q025,I.S. 025 ADRIEN BLOCK,60,90,100.0,3.52,3.42,2.92,,2.56,3.26,Unknown
25Q029,P.S. 029 QUEENS,70,92,,4.48,4.32,3.75,,4.49,4.04,Unknown
25Q032,P.S. 032 STATE STREET,83,100,,4.74,4.22,4.82,,4.49,4.39,Unknown
25Q079,P.S. 079 FRANCIS LEWIS,50,78,,3.73,4.16,3.9,,4.23,3.76,Unknown
25Q107,P.S. 107 THOMAS A DOOLEY,58,91,,3.13,3.14,3.14,,3.67,3.65,Unknown
25Q120,P.S. 120 QUEENS,77,95,,3.53,3.57,3.49,,3.84,3.99,Unknown
25Q129,P.S. 129 PATRICIA LARKIN,87,81,,4.71,4.47,4.85,,4.23,4.24,Unknown
25Q130,P.S. 130,73,69,,4.69,4.52,4.16,,4.49,4.61,Unknown
25Q154,P.S. 154 QUEENS,54,60,,,,,,,3.36,Unknown
25Q163,P.S. 163 FLUSHING HEIGHTS,71,84,,3.56,3.61,4.44,,4.1,3.45,Unknown
25Q164,P.S. 164 QUEENS VALLEY,92,78,99.0,3.33,3.28,2.63,,3.42,3.68,Unknown
25Q165,P.S. 165 EDITH K. BERGTRAUM,64,92,,4.12,4.4,4.76,,4.49,3.6,Unknown
25Q169,P.S. 169 BAY TERRACE,71,94,,4.65,4.17,4.9,,4.4,3.8,Unknown
25Q184,P.S. 184 FLUSHING MANOR,82,97,,4.58,4.47,4.49,,4.23,4.08,Unknown
25Q185,J.H.S. 185 EDWARD BLEEKER,53,56,97.0,4.28,3.83,3.54,,3.16,3.75,Unknown
25Q189,J.H.S. 189 DANIEL CARTER BEARD,53,87,92.0,2.76,2.86,3.04,,1.55,2.79,Unknown
25Q193,P.S. 193 ALFRED J. KENNEDY,78,98,,4.55,4.66,4.2,,4.57,4.14,Unknown
25Q194,J.H.S. 194 WILLIAM CARR,35,64,93.0,3.47,3.63,3.42,,2.55,3.26,Unknown
25Q200,P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP,64,98,87.0,4.16,4.24,4.33,,4.23,3.87,Unknown
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,79,93,,4.32,4.13,4.8,,3.72,3.8,Unknown
25Q209,P.S. 209 CLEARVIEW GARDENS,83,97,,4.57,4.13,4.43,,4.18,4.06,Unknown
25Q214,P.S. 214 CADWALLADER COLDEN,49,100,,3.59,3.71,4.23,,3.81,3.32,Unknown
